date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:58:44	165117/165117	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202023%2008:58:32%20GMT	https://spydec.com/fr/	C:/Users/Simone/Desktop/tazza/test/spydec.com/fr/index.html	(from https://spydec.com/)
09:58:44	7784/7784	---M--	200	added ('OK')	image/png	etag:%22842def-1e68-605ee14f0297d%22	https://spydec.com/wp-content/uploads/2023/09/telefono_2@300x.png	C:/Users/Simone/Desktop/tazza/test/spydec.com/wp-content/uploads/2023/09/telefono_2@300x.png	(from https://spydec.com/)
09:58:44	65001/65001	---M--	200	added ('OK')	image/png	etag:%22842dd2-fde9-605ee1444a2e5%22	https://spydec.com/wp-content/uploads/2023/09/cavo_1@300x.png	C:/Users/Simone/Desktop/tazza/test/spydec.com/wp-content/uploads/2023/09/cavo_1@300x.png	(from https://spydec.com/)
09:58:44	17661/17661	---M--	200	added ('OK')	image/png	etag:%22842de1-44fd-605ee14b93ec1%22	https://spydec.com/wp-content/uploads/2023/09/pc_1@300x.png	C:/Users/Simone/Desktop/tazza/test/spydec.com/wp-content/uploads/2023/09/pc_1@300x.png	(from https://spydec.com/)
09:58:45	165090/165090	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202023%2008:58:33%20GMT	https://spydec.com/de/	C:/Users/Simone/Desktop/tazza/test/spydec.com/de/index.html	(from https://spydec.com/)
09:58:45	529286/529286	---M--	200	added ('OK')	image/png	etag:%22843cea-81386-6062fb86861fa%22	https://spydec.com/wp-content/uploads/2023/09/prova-imm.png	C:/Users/Simone/Desktop/tazza/test/spydec.com/wp-content/uploads/2023/09/prova-imm.png	(from https://spydec.com/)
09:58:45	6221/6221	---M--	200	added ('OK')	image/png	etag:%22843be3-184d-6062c3948c3fc%22	https://spydec.com/wp-content/uploads/2023/09/registrati.png	C:/Users/Simone/Desktop/tazza/test/spydec.com/wp-content/uploads/2023/09/registrati.png	(from https://spydec.com/)
09:58:45	4424/4424	---M--	200	added ('OK')	image/png	etag:%22843bef-1148-6062c396f4775%22	https://spydec.com/wp-content/uploads/2023/09/scarica_1.png	C:/Users/Simone/Desktop/tazza/test/spydec.com/wp-content/uploads/2023/09/scarica_1.png	(from https://spydec.com/)
09:58:45	5784/5784	---M--	200	added ('OK')	image/png	etag:%22843bd3-1698-6062c391743fc%22	https://spydec.com/wp-content/uploads/2023/09/installa.png	C:/Users/Simone/Desktop/tazza/test/spydec.com/wp-content/uploads/2023/09/installa.png	(from https://spydec.com/)
09:58:45	9109/9109	---M--	200	added ('OK')	image/png	etag:%22843bdc-2395-6062c3933672e%22	https://spydec.com/wp-content/uploads/2023/09/password.png	C:/Users/Simone/Desktop/tazza/test/spydec.com/wp-content/uploads/2023/09/password.png	(from https://spydec.com/)
09:58:45	3801/3801	---M--	200	added ('OK')	image/png	etag:%22843be9-ed9-6062c395cb199%22	https://spydec.com/wp-content/uploads/2023/09/scan.png	C:/Users/Simone/Desktop/tazza/test/spydec.com/wp-content/uploads/2023/09/scan.png	(from https://spydec.com/)
09:58:46	9108/9108	---M--	200	added ('OK')	image/png	etag:%22843df6-2394-6063d9b8c0a9d%22	https://spydec.com/wp-content/uploads/2023/09/finito.png	C:/Users/Simone/Desktop/tazza/test/spydec.com/wp-content/uploads/2023/09/finito.png	(from https://spydec.com/)
09:58:46	2215/2215	---M--	200	added ('OK')	image/png	etag:%22843cd5-8a7-6062effc93891%22	https://spydec.com/wp-content/uploads/2023/09/stella_1.png	C:/Users/Simone/Desktop/tazza/test/spydec.com/wp-content/uploads/2023/09/stella_1.png	(from https://spydec.com/)
09:58:46	467985/467985	---M--	200	added ('OK')	image/png	etag:%22843d0c-72411-6062fe234de0c%22	https://spydec.com/wp-content/uploads/2023/09/prova-imm-4.png	C:/Users/Simone/Desktop/tazza/test/spydec.com/wp-content/uploads/2023/09/prova-imm-4.png	(from https://spydec.com/)
09:58:46	11256/11256	---M--	200	added ('OK')	text/css	etag:%225621a2-2bf8-5b078b6621a80%22	https://spydec.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17	C:/Users/Simone/Desktop/tazza/test/spydec.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min1f61.css	(from https://spydec.com/)
09:58:47	4186/4186	---M--	200	added ('OK')	text/css	etag:%225621ac-105a-58ac4d6970d80%22	https://spydec.com/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.4.1	C:/Users/Simone/Desktop/tazza/test/spydec.com/wp-includes/js/mediaelement/wp-mediaelement.minaec2.css	(from https://spydec.com/)
09:58:47	110035/110035	---M--	200	added ('OK')	text/css	etag:%225015c5-1add3-6099854c960d7%22	https://spydec.com/wp-includes/css/dist/block-library/style.min.css?ver=6.4.1	C:/Users/Simone/Desktop/tazza/test/spydec.com/wp-includes/css/dist/block-library/style.minaec2.css	(from https://spydec.com/)
09:58:47	87553/87553	---M--	200	added ('OK')	application/javascript	etag:%22562146-15601-609985536b17f%22	https://spydec.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/Simone/Desktop/tazza/test/spydec.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://spydec.com/)
09:58:47	13577/13577	---M--	200	added ('OK')	application/javascript	etag:%2256213e-3509-5fdaedd63df00%22	https://spydec.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/Simone/Desktop/tazza/test/spydec.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://spydec.com/)
09:58:48	274266/274266	---M--	200	added ('OK')	application/javascript	etag:%22b21c43-42f5a-605a076872563%22	https://spydec.com/wp-content/themes/Divi/js/scripts.min.js?ver=4.21.0	C:/Users/Simone/Desktop/tazza/test/spydec.com/wp-content/themes/Divi/js/scripts.min210a.js	(from https://spydec.com/)
09:58:48	1343/1343	---M--	200	added ('OK')	application/javascript	etag:%22961af4-53f-605a07685be02%22	https://spydec.com/wp-content/themes/Divi/core/admin/js/common.js?ver=4.21.0	C:/Users/Simone/Desktop/tazza/test/spydec.com/wp-content/themes/Divi/core/admin/js/common210a.js	(from https://spydec.com/)
09:58:48	1191/1191	---M--	200	added ('OK')	application/javascript	etag:%2256219e-4a7-5dc2d133da780%22	https://spydec.com/wp-includes/js/mediaelement/mediaelement-migrate.min.js?ver=6.4.1	C:/Users/Simone/Desktop/tazza/test/spydec.com/wp-includes/js/mediaelement/mediaelement-migrate.minaec2.js	(from https://spydec.com/)
09:58:48	158005/158005	---M--	200	added ('OK')	application/javascript	etag:%2256219c-26935-5e9d485e0e400%22	https://spydec.com/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.17	C:/Users/Simone/Desktop/tazza/test/spydec.com/wp-includes/js/mediaelement/mediaelement-and-player.min1f61.js	(from https://spydec.com/)
09:58:48	1107/1107	---M--	200	added ('OK')	application/javascript	etag:%225621ad-453-5f4220581a080%22	https://spydec.com/wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=6.4.1	C:/Users/Simone/Desktop/tazza/test/spydec.com/wp-includes/js/mediaelement/wp-mediaelement.minaec2.js	(from https://spydec.com/)
09:58:49	988/988	---M--	200	added ('OK')	image/svg+xml	etag:%22845247-3dc-60a3946724123%22	https://spydec.com/wp-content/plugins/translatepress-multilingual/assets/images/arrow-down-3101.svg	C:/Users/Simone/Desktop/tazza/test/spydec.com/wp-content/plugins/translatepress-multilingual/assets/images/arrow-down-3101.svg	(from https://spydec.com/wp-content/plugins/translatepress-multilingual/assets/css/trp-language-switcher.css?ver=2.6.6)
09:58:50	168/168	---MC-	200	added ('OK')	text/plain	date:Thu,%2023%20Nov%202023%2008:58:50%20GMT	http://spydec.com/robots.txt		(from https://spydec.com/)
09:58:59	99265/99265	---MC-	200	added ('OK')	application/json	date:Thu,%2023%20Nov%202023%2008:58:52%20GMT	https://spydec.com/en/wp-json/wp/v2/pages/9	C:/Users/Simone/Desktop/tazza/test/spydec.com/en/wp-json/wp/v2/pages/9.json	(from https://spydec.com/en/)
09:58:59	217973/217973	---MC-	200	added ('OK')	application/json	date:Thu,%2023%20Nov%202023%2008:58:52%20GMT	https://spydec.com/en/wp-json/	C:/Users/Simone/Desktop/tazza/test/spydec.com/en/wp-json/index.html	(from https://spydec.com/en/)
09:59:01	1627/1627	---MC-	200	added ('OK')	application/rss+xml	etag:%221b078e196a242e849f1a23c2c36d69a5%22	https://spydec.com/en/comments/feed/	C:/Users/Simone/Desktop/tazza/test/spydec.com/en/comments/feed/index.html	(from https://spydec.com/en/)
09:59:04	2152/2152	---MC-	200	added ('OK')	application/rss+xml	etag:%221b078e196a242e849f1a23c2c36d69a5%22	https://spydec.com/en/feed/	C:/Users/Simone/Desktop/tazza/test/spydec.com/en/feed/index.html	(from https://spydec.com/en/)
09:59:05	2161/2161	---MC-	200	added ('OK')	application/json	date:Thu,%2023%20Nov%202023%2008:59:01%20GMT	https://spydec.com/en/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fspydec.com%2Fen%2F	C:/Users/Simone/Desktop/tazza/test/spydec.com/en/wp-json/oembed/1.0/embedb384.json	(from https://spydec.com/en/)
09:59:06	2352/2352	---MC-	200	added ('OK')	text/xml	date:Thu,%2023%20Nov%202023%2008:59:06%20GMT	https://spydec.com/en/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fspydec.com%2Fen%2F&format=xml	C:/Users/Simone/Desktop/tazza/test/spydec.com/en/wp-json/oembed/1.0/embeda3b2	(from https://spydec.com/en/)
09:59:08	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Nov%202023%2008:59:08%20GMT	https://spydec.com/en/Home	C:/Users/Simone/Desktop/tazza/test/spydec.com/en/Home.34.delayed	(from https://spydec.com/en/)
09:59:08	0/-1	---M--	301	error ('')			https://spydec.com/en/Home	C:/Users/Simone/Desktop/tazza/test/spydec.com/en/Home.35.delayed	(from https://spydec.com/en/)
09:59:08	26630/26630	---M--	200	added ('OK')	application/javascript	etag:%2284537c-6806-60a3946b516ae%22	https://spydec.com/wp-content/plugins/translatepress-multilingual/assets/js/trp-translate-dom-changes.js?ver=2.6.6	C:/Users/Simone/Desktop/tazza/test/spydec.com/wp-content/plugins/translatepress-multilingual/assets/js/trp-translate-dom-changesd7ad.js	(from https://spydec.com/en/)
09:59:17	99780/99780	---MC-	200	added ('OK')	application/json	date:Thu,%2023%20Nov%202023%2008:59:10%20GMT	https://spydec.com/fr/wp-json/wp/v2/pages/9	C:/Users/Simone/Desktop/tazza/test/spydec.com/fr/wp-json/wp/v2/pages/9.json	(from https://spydec.com/fr/)
09:59:17	248880/248880	---MC-	200	added ('OK')	application/json	date:Thu,%2023%20Nov%202023%2008:59:10%20GMT	https://spydec.com/fr/wp-json/	C:/Users/Simone/Desktop/tazza/test/spydec.com/fr/wp-json/index.html	(from https://spydec.com/fr/)
09:59:17	1639/1639	---MC-	200	added ('OK')	application/rss+xml	etag:%221b078e196a242e849f1a23c2c36d69a5%22	https://spydec.com/fr/comments/feed/	C:/Users/Simone/Desktop/tazza/test/spydec.com/fr/comments/feed/index.html	(from https://spydec.com/fr/)
09:59:17	2152/2152	---MC-	200	added ('OK')	application/rss+xml	etag:%221b078e196a242e849f1a23c2c36d69a5%22	https://spydec.com/fr/feed/	C:/Users/Simone/Desktop/tazza/test/spydec.com/fr/feed/index.html	(from https://spydec.com/fr/)
09:59:19	2171/2171	---MC-	200	added ('OK')	application/json	date:Thu,%2023%20Nov%202023%2008:59:19%20GMT	https://spydec.com/fr/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fspydec.com%2Ffr%2F	C:/Users/Simone/Desktop/tazza/test/spydec.com/fr/wp-json/oembed/1.0/embed2e6b.json	(from https://spydec.com/fr/)
09:59:20	2360/2360	---MC-	200	added ('OK')	text/xml	date:Thu,%2023%20Nov%202023%2008:59:20%20GMT	https://spydec.com/fr/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fspydec.com%2Ffr%2F&format=xml	C:/Users/Simone/Desktop/tazza/test/spydec.com/fr/wp-json/oembed/1.0/embed762e	(from https://spydec.com/fr/)
09:59:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Nov%202023%2008:59:22%20GMT	https://spydec.com/fr/Home	C:/Users/Simone/Desktop/tazza/test/spydec.com/fr/Home	(from https://spydec.com/fr/)
09:59:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Nov%202023%2008:59:23%20GMT	https://spydec.com/fr/Home	C:/Users/Simone/Desktop/tazza/test/spydec.com/fr/Home	(from https://spydec.com/fr/)
09:59:31	99639/99639	---MC-	200	added ('OK')	application/json	date:Thu,%2023%20Nov%202023%2008:59:24%20GMT	https://spydec.com/es/wp-json/wp/v2/pages/9	C:/Users/Simone/Desktop/tazza/test/spydec.com/es/wp-json/wp/v2/pages/9.json	(from https://spydec.com/es/)
09:59:31	238914/238914	---MC-	200	added ('OK')	application/json	date:Thu,%2023%20Nov%202023%2008:59:25%20GMT	https://spydec.com/es/wp-json/	C:/Users/Simone/Desktop/tazza/test/spydec.com/es/wp-json/index.html	(from https://spydec.com/es/)
09:59:31	2149/2149	---MC-	200	added ('OK')	application/rss+xml	etag:%221b078e196a242e849f1a23c2c36d69a5%22	https://spydec.com/es/feed/	C:/Users/Simone/Desktop/tazza/test/spydec.com/es/feed/index.html	(from https://spydec.com/es/)
09:59:31	1633/1633	---MC-	200	added ('OK')	application/rss+xml	etag:%221b078e196a242e849f1a23c2c36d69a5%22	https://spydec.com/es/comments/feed/	C:/Users/Simone/Desktop/tazza/test/spydec.com/es/comments/feed/index.html	(from https://spydec.com/es/)
09:59:33	2158/2158	---MC-	200	added ('OK')	application/json	date:Thu,%2023%20Nov%202023%2008:59:33%20GMT	https://spydec.com/es/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fspydec.com%2Fes%2F	C:/Users/Simone/Desktop/tazza/test/spydec.com/es/wp-json/oembed/1.0/embedcf7a.json	(from https://spydec.com/es/)
09:59:34	2348/2348	---MC-	200	added ('OK')	text/xml	date:Thu,%2023%20Nov%202023%2008:59:34%20GMT	https://spydec.com/es/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fspydec.com%2Fes%2F&format=xml	C:/Users/Simone/Desktop/tazza/test/spydec.com/es/wp-json/oembed/1.0/embedbfd5	(from https://spydec.com/es/)
09:59:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Nov%202023%2008:59:35%20GMT	https://spydec.com/es/Home	C:/Users/Simone/Desktop/tazza/test/spydec.com/es/Home	(from https://spydec.com/es/)
09:59:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Nov%202023%2008:59:37%20GMT	https://spydec.com/es/Home	C:/Users/Simone/Desktop/tazza/test/spydec.com/es/Home	(from https://spydec.com/es/)
09:59:45	99628/99628	---MC-	200	added ('OK')	application/json	date:Thu,%2023%20Nov%202023%2008:59:38%20GMT	https://spydec.com/de/wp-json/wp/v2/pages/9	C:/Users/Simone/Desktop/tazza/test/spydec.com/de/wp-json/wp/v2/pages/9.json	(from https://spydec.com/de/)
09:59:46	236640/236640	---MC-	200	added ('OK')	application/json	date:Thu,%2023%20Nov%202023%2008:59:38%20GMT	https://spydec.com/de/wp-json/	C:/Users/Simone/Desktop/tazza/test/spydec.com/de/wp-json/index.html	(from https://spydec.com/de/)
09:59:46	2152/2152	---MC-	200	added ('OK')	application/rss+xml	etag:%221b078e196a242e849f1a23c2c36d69a5%22	https://spydec.com/de/feed/	C:/Users/Simone/Desktop/tazza/test/spydec.com/de/feed/index.html	(from https://spydec.com/de/)
09:59:46	1633/1633	---MC-	200	added ('OK')	application/rss+xml	etag:%221b078e196a242e849f1a23c2c36d69a5%22	https://spydec.com/de/comments/feed/	C:/Users/Simone/Desktop/tazza/test/spydec.com/de/comments/feed/index.html	(from https://spydec.com/de/)
09:59:47	2161/2161	---MC-	200	added ('OK')	application/json	date:Thu,%2023%20Nov%202023%2008:59:47%20GMT	https://spydec.com/de/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fspydec.com%2Fde%2F	C:/Users/Simone/Desktop/tazza/test/spydec.com/de/wp-json/oembed/1.0/embedcaf2.json	(from https://spydec.com/de/)
09:59:49	2352/2352	---MC-	200	added ('OK')	text/xml	date:Thu,%2023%20Nov%202023%2008:59:49%20GMT	https://spydec.com/de/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fspydec.com%2Fde%2F&format=xml	C:/Users/Simone/Desktop/tazza/test/spydec.com/de/wp-json/oembed/1.0/embedc412	(from https://spydec.com/de/)
09:59:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Nov%202023%2008:59:50%20GMT	https://spydec.com/de/Home	C:/Users/Simone/Desktop/tazza/test/spydec.com/de/Home	(from https://spydec.com/de/)
09:59:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Nov%202023%2008:59:51%20GMT	https://spydec.com/de/Home	C:/Users/Simone/Desktop/tazza/test/spydec.com/de/Home	(from https://spydec.com/de/)
09:59:52	4598/4598	---M--	200	added ('OK')	image/svg+xml	etag:%225621a6-11f6-555acba4e9000%22	https://spydec.com/wp-includes/js/mediaelement/mejs-controls.svg	C:/Users/Simone/Desktop/tazza/test/spydec.com/wp-includes/js/mediaelement/mejs-controls.svg	(from https://spydec.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17)
